mes_ocu,dia_sem_ocu,hora_ocu,g_hora,depto_ocu,mupio_ocu,zona_ocu,mayor_menor,tipo_veh,color_veh,modelo_veh,marca_veh,anio_ocu_file,tipo_eve,edad_grupo,fall_les,sexo_vic,int_o_noint,num_corre,anio_ocu_dataset,anio_ocu,edad_vic
diciembre,martes,17,3,1,114,99,mayor,motocicleta,negro,2016,italika,2022,colision,ignorado,lesionado,hombre,no internado,97809,2022,2022,-1
diciembre,martes,17,3,1,114,99,mayor,motocicleta,azul,2018,suzuki,2022,colision,ignorado,lesionado,hombre,no internado,97810,2022,2022,-1
diciembre,martes,19,4,1,110,99,mayor,motocicleta,negro,2021,bajaj,2022,colision,25-29,lesionado,hombre,internado,97811,2022,2022,25
diciembre,martes,8,2,1,108,8,mayor,motocicleta,negro,9999,suzuki,2022,colision,25-29,fallecido,hombre,no internado,97812,2022,2022,27
diciembre,martes,21,4,1,108,3,mayor,motocicleta,ignorado,9999,ignorado,2022,colision,20-24,lesionado,hombre,internado,97813,2022,2022,22
diciembre,martes,7,2,19,1901,99,mayor,camioneta,negro,9999,toyota,2022,colision,35-39,fallecido,hombre,no internado,97814,2022,2022,38
diciembre,martes,4,1,5,502,99,mayor,motocicleta,azul,9999,bajaj,2022,colision,15-19,fallecido,hombre,no internado,97815,2022,2022,18
diciembre,martes,4,1,5,502,99,mayor,motocicleta,azul,9999,bajaj,2022,colision,25-29,lesionado,hombre,internado,97816,2022,2022,29
diciembre,martes,13,3,5,505,99,mayor,motocicleta,negro,2019,serpento,2022,colision,20-24,lesionado,hombre,internado,97817,2022,2022,24
diciembre,martes,15,3,5,504,99,mayor,motocicleta,azul,2018,yamaha,2022,colision,20-24,lesionado,hombre,internado,97818,2022,2022,24
diciembre,martes,6,2,5,501,1,menor,motocicleta,ignorado,9999,ignorado,2022,derrape,15-19,lesionado,hombre,internado,97819,2022,2022,17
diciembre,martes,1,1,16,1601,99,mayor,camion,blanco,9999,hino,2022,vuelco,20-24,lesionado,hombre,no internado,97820,2022,2022,24
diciembre,martes,1,1,16,1601,99,mayor,camion,blanco,9999,hino,2022,vuelco,20-24,lesionado,hombre,no internado,97821,2022,2022,23
diciembre,martes,1,1,16,1601,99,mayor,camion,blanco,9999,hino,2022,vuelco,20-24,lesionado,hombre,no internado,97822,2022,2022,23
diciembre,martes,11,2,14,1415,99,mayor,cuatrimoto,rojo,2020,ignorado,2022,colision,60 y mas,lesionado,mujer,no internado,97823,2022,2022,64
diciembre,martes,11,2,14,1415,99,mayor,cuatrimoto,rojo,2020,ignorado,2022,colision,20-24,fallecido,mujer,no internado,97824,2022,2022,24
diciembre,miercoles,0,1,1,113,99,mayor,motocicleta,negro,2022,suzuki,2022,colision,55-59,lesionado,hombre,internado,97825,2022,2022,55
diciembre,miercoles,0,1,1,101,11,mayor,camioneta,azul,2018,mazda,2022,colision,15-19,lesionado,hombre,no internado,97826,2022,2022,19
diciembre,miercoles,9,2,5,1312,99,mayor,pick up,negro,9999,toyota,2022,colision,40-44,fallecido,mujer,no internado,97827,2022,2022,40
diciembre,miercoles,9,2,5,1312,99,mayor,motocicleta,negro,9999,freedom,2022,colision,40-44,fallecido,hombre,no internado,97828,2022,2022,40
diciembre,miercoles,8,2,5,511,99,mayor,motocicleta,amarillo,9999,bajaj,2022,colision,35-39,lesionado,hombre,internado,97829,2022,2022,38
diciembre,miercoles,0,1,9,920,99,mayor,motocicleta,ignorado,9999,movesa,2022,colision,30-34,lesionado,mujer,no internado,97830,2022,2022,30
diciembre,miercoles,0,1,9,920,99,mayor,motocicleta,negro,2011,jialing,2022,colision,ignorado,lesionado,hombre,no internado,97831,2022,2022,-1
diciembre,miercoles,7,2,8,801,99,mayor,pick up,ignorado,9999,toyota,2022,vuelco,55-59,fallecido,mujer,no internado,97832,2022,2022,56
diciembre,miercoles,17,3,16,1617,99,mayor,motocicleta,gris,9999,suzuki,2022,derrape,25-29,fallecido,hombre,no internado,97833,2022,2022,26
diciembre,jueves,7,2,1,101,1,mayor,motocicleta,gris,2016,hero hunk,2022,colision,45-49,lesionado,hombre,internado,97834,2022,2022,45
diciembre,jueves,2,1,1,101,5,mayor,automovil,rojo,1999,chevrolet,2022,colision,50-54,lesionado,mujer,internado,97835,2022,2022,50
diciembre,jueves,18,4,1,108,2,mayor,motocicleta,rojo,2021,suzuki,2022,colision,20-24,lesionado,hombre,internado,97836,2022,2022,21
diciembre,jueves,19,4,3,312,99,menor,motocicleta,negro,9999,yamaha,2022,colision,15-19,lesionado,hombre,internado,97837,2022,2022,17
diciembre,jueves,20,4,5,511,99,mayor,motocicleta,gris,9999,movesa,2022,colision,25-29,lesionado,hombre,internado,97838,2022,2022,29
diciembre,jueves,20,4,5,511,99,menor,motocicleta,gris,9999,movesa,2022,colision,menor de 15,lesionado,hombre,internado,97839,2022,2022,7
diciembre,jueves,20,4,5,511,99,menor,motocicleta,gris,9999,movesa,2022,colision,menor de 15,lesionado,hombre,internado,97840,2022,2022,5
diciembre,jueves,5,1,7,713,99,mayor,motocicleta,negro,9999,bajaj,2022,colision,ignorado,lesionado,hombre,internado,97841,2022,2022,-1
diciembre,jueves,11,2,11,1101,99,menor,moto taxi,ignorado,9999,ignorado,2022,colision,menor de 15,lesionado,hombre,internado,97842,2022,2022,3
diciembre,jueves,11,2,11,1101,99,mayor,moto taxi,ignorado,9999,ignorado,2022,colision,20-24,lesionado,mujer,internado,97843,2022,2022,23
diciembre,jueves,14,3,11,1101,1,mayor,microbus,blanco,9999,toyota,2022,colision,35-39,lesionado,mujer,internado,97844,2022,2022,38
diciembre,jueves,14,3,11,1101,1,mayor,motocicleta,rojo,9999,honda,2022,colision,30-34,lesionado,hombre,internado,97845,2022,2022,34
diciembre,jueves,23,4,12,1217,99,mayor,motocicleta,negro,9999,italika,2022,choque,ignorado,fallecido,hombre,no internado,97846,2022,2022,-1
diciembre,jueves,1,1,18,1804,99,mayor,camioneta,gris,9999,toyota,2022,colision,40-44,fallecido,hombre,no internado,97847,2022,2022,44
diciembre,viernes,16,3,1,101,5,menor,moto taxi,rojo,9999,bajaj,2022,colision,menor de 15,lesionado,mujer,internado,97848,2022,2022,11
diciembre,viernes,16,3,1,101,5,mayor,moto taxi,rojo,9999,bajaj,2022,colision,30-34,lesionado,mujer,internado,97849,2022,2022,32
diciembre,viernes,16,3,1,101,5,mayor,moto taxi,rojo,9999,bajaj,2022,colision,60 y mas,lesionado,hombre,internado,97850,2022,2022,62
diciembre,viernes,0,1,1,101,10,mayor,motocicleta,blanco,2020,honda,2022,derrape,25-29,lesionado,hombre,internado,97851,2022,2022,28
diciembre,viernes,13,3,1,101,12,mayor,motocicleta,negro,9999,suzuki,2022,colision,20-24,lesionado,hombre,internado,97852,2022,2022,21
diciembre,viernes,13,3,1,101,12,mayor,motocicleta,negro,9999,suzuki,2022,colision,20-24,lesionado,hombre,internado,97853,2022,2022,22
diciembre,viernes,15,3,1,115,12,mayor,automovil,rojo,9999,scion,2022,colision,20-24,lesionado,hombre,internado,97854,2022,2022,24
diciembre,viernes,15,3,1,115,12,mayor,automovil,rojo,9999,scion,2022,colision,30-34,lesionado,mujer,internado,97855,2022,2022,34
diciembre,viernes,20,4,1,101,7,mayor,automovil,celeste,9999,ignorado,2022,vuelco,30-34,lesionado,hombre,internado,97856,2022,2022,32
diciembre,viernes,8,2,5,507,99,mayor,motocicleta,ignorado,9999,ignorado,2022,colision,60 y mas,fallecido,hombre,no internado,97857,2022,2022,79
diciembre,viernes,14,3,5,511,99,menor,motocicleta,gris,2011,yamaha,2022,colision,15-19,lesionado,mujer,internado,97858,2022,2022,15
diciembre,viernes,5,1,11,1102,99,mayor,motocicleta,gris,9999,bajaj,2022,colision,20-24,lesionado,hombre,internado,97859,2022,2022,21
diciembre,viernes,5,1,11,1102,99,menor,motocicleta,gris,9999,bajaj,2022,colision,15-19,lesionado,hombre,internado,97860,2022,2022,17
diciembre,viernes,19,4,11,1107,99,mayor,motocicleta,rojo,9999,ignorado,2022,colision,30-34,lesionado,hombre,internado,97861,2022,2022,33
diciembre,viernes,19,4,11,1107,99,mayor,motocicleta,rojo,9999,ignorado,2022,colision,25-29,lesionado,hombre,no internado,97862,2022,2022,27
diciembre,viernes,2,1,2,207,99,mayor,automovil,blanco,9999,ignorado,2022,colision,30-34,lesionado,mujer,internado,97863,2022,2022,31
diciembre,viernes,3,1,18,1801,99,mayor,automovil,azul,2009,honda,2022,vuelco,20-24,lesionado,hombre,internado,97864,2022,2022,23
diciembre,viernes,3,1,18,1801,99,mayor,automovil,azul,2009,honda,2022,vuelco,ignorado,lesionado,hombre,internado,97865,2022,2022,-1
diciembre,viernes,19,4,14,1413,99,mayor,motocicleta,negro,9999,ignorado,2022,colision,20-24,fallecido,hombre,no internado,97866,2022,2022,20
diciembre,viernes,7,2,3,313,99,mayor,camioneta,blanco,2000,ford,2022,vuelco,40-44,lesionado,hombre,internado,97867,2022,2022,40
diciembre,viernes,7,2,3,313,99,mayor,camioneta,blanco,2000,ford,2022,vuelco,55-59,lesionado,mujer,internado,97868,2022,2022,57
diciembre,viernes,7,2,3,313,99,mayor,camioneta,blanco,2000,ford,2022,vuelco,35-39,lesionado,mujer,internado,97869,2022,2022,38
diciembre,viernes,7,2,3,313,99,menor,camioneta,blanco,2000,ford,2022,vuelco,menor de 15,lesionado,hombre,internado,97870,2022,2022,8
diciembre,sabado,15,3,1,101,9,mayor,motocicleta,negro,9999,bajaj,2022,colision,ignorado,lesionado,hombre,internado,97871,2022,2022,-1
diciembre,sabado,9,2,1,101,18,mayor,motocicleta,negro,9999,bajaj,2022,colision,20-24,lesionado,hombre,internado,97872,2022,2022,20
diciembre,sabado,9,2,1,101,10,mayor,bus urbano,amarillo,2010,hyundai,2022,choque,55-59,lesionado,mujer,internado,97873,2022,2022,56
diciembre,sabado,9,2,1,101,10,mayor,bus urbano,amarillo,2010,hyundai,2022,choque,35-39,lesionado,mujer,internado,97874,2022,2022,35
diciembre,sabado,9,2,1,101,10,mayor,bus urbano,amarillo,2010,hyundai,2022,choque,50-54,lesionado,mujer,internado,97875,2022,2022,53
diciembre,sabado,9,2,1,101,10,mayor,bus urbano,amarillo,2010,hyundai,2022,choque,25-29,lesionado,mujer,internado,97876,2022,2022,27
diciembre,sabado,19,4,1,101,12,mayor,motocicleta,negro,9999,bajaj,2022,derrape,25-29,lesionado,hombre,internado,97877,2022,2022,25
diciembre,sabado,14,3,1,101,7,mayor,motocicleta,ignorado,9999,ignorado,2022,colision,20-24,lesionado,hombre,internado,97878,2022,2022,23
diciembre,sabado,2,1,1,115,12,mayor,automovil,gris,9999,mazda,2022,colision,40-44,lesionado,hombre,no internado,97879,2022,2022,41
diciembre,sabado,2,1,1,115,12,mayor,automovil,gris,9999,mazda,2022,colision,35-39,fallecido,mujer,no internado,97880,2022,2022,38
diciembre,sabado,2,1,1,115,12,mayor,automovil,gris,9999,mazda,2022,colision,40-44,lesionado,hombre,no internado,97881,2022,2022,42
diciembre,sabado,4,1,1,115,12,mayor,motocicleta,rojo,9999,suzuki,2022,colision,30-34,fallecido,hombre,no internado,97882,2022,2022,32
diciembre,sabado,20,4,1,115,6,mayor,motocicleta,negro,9999,italika,2022,derrape,20-24,lesionado,hombre,no internado,97883,2022,2022,20
diciembre,sabado,8,2,1,108,4,mayor,motocicleta,azul,2023,bajaj,2022,colision,20-24,lesionado,hombre,internado,97884,2022,2022,21
diciembre,sabado,5,1,1,108,7,mayor,automovil,blanco,9999,hyundai,2022,choque,35-39,fallecido,hombre,no internado,97885,2022,2022,35
diciembre,sabado,5,1,1,108,7,mayor,automovil,blanco,9999,hyundai,2022,choque,20-24,lesionado,hombre,internado,97886,2022,2022,23
diciembre,sabado,22,4,1,108,6,mayor,motocicleta,blanco,9999,ignorado,2022,derrape,40-44,lesionado,hombre,internado,97887,2022,2022,41
diciembre,sabado,20,4,21,2101,99,menor,motocicleta,rojo,9999,italika,2022,colision,15-19,lesionado,hombre,internado,97888,2022,2022,15
diciembre,sabado,20,4,21,2101,99,mayor,motocicleta,rojo,9999,italika,2022,colision,30-34,lesionado,hombre,internado,97889,2022,2022,31
diciembre,sabado,18,4,5,501,99,mayor,automovil,gris,9999,volkswagen,2022,colision,55-59,lesionado,hombre,internado,97890,2022,2022,55
diciembre,sabado,16,3,5,505,99,mayor,automovil,gris,9999,honda,2022,choque,30-34,lesionado,hombre,internado,97891,2022,2022,33
diciembre,sabado,20,4,6,609,99,mayor,motocicleta,rojo,9999,movesa,2022,choque,20-24,lesionado,hombre,internado,97892,2022,2022,20
diciembre,sabado,20,4,6,609,99,menor,motocicleta,rojo,9999,movesa,2022,choque,15-19,lesionado,mujer,internado,97893,2022,2022,16
diciembre,sabado,19,4,9,914,99,mayor,motocicleta,verde,9999,italika,2022,colision,20-24,fallecido,hombre,no internado,97894,2022,2022,22
diciembre,sabado,6,2,16,1615,99,mayor,motocicleta,negro,9999,italika,2022,colision,20-24,fallecido,hombre,no internado,97895,2022,2022,23
diciembre,sabado,20,4,4,409,99,mayor,motocicleta,azul,9999,otros,2022,colision,25-29,lesionado,hombre,internado,97896,2022,2022,28
diciembre,sabado,20,4,4,409,99,mayor,motocicleta,azul,9999,otros,2022,colision,25-29,lesionado,mujer,internado,97897,2022,2022,26
diciembre,sabado,23,4,3,309,99,mayor,motocicleta,rojo,9999,ignorado,2022,colision,ignorado,fallecido,hombre,no internado,97898,2022,2022,-1
diciembre,sabado,21,4,3,312,99,mayor,motocicleta,ignorado,9999,ignorado,2022,colision,35-39,lesionado,mujer,internado,97899,2022,2022,35
diciembre,jueves,12,3,1,108,2,mayor,motocicleta,negro,9999,hero hunk,2022,atropello,20-24,lesionado,mujer,internado,97900,2022,2022,24
diciembre,jueves,5,1,2,208,99,mayor,automovil,ignorado,9999,ignorado,2022,atropello,45-49,fallecido,hombre,no internado,97901,2022,2022,46
diciembre,viernes,17,3,1,101,5,mayor,automovil,ignorado,9999,ignorado,2022,atropello,60 y mas,lesionado,hombre,internado,97902,2022,2022,85
diciembre,viernes,17,3,1,101,5,menor,automovil,ignorado,9999,ignorado,2022,atropello,15-19,lesionado,hombre,internado,97903,2022,2022,16
diciembre,viernes,23,4,1,101,11,mayor,automovil,ignorado,9999,ignorado,2022,atropello,35-39,lesionado,hombre,internado,97904,2022,2022,35
diciembre,viernes,11,2,1,108,1,mayor,pick up,blanco,1992,mitsubishi,2022,atropello,60 y mas,fallecido,hombre,no internado,97905,2022,2022,70
diciembre,viernes,11,2,1,108,1,menor,pick up,blanco,1992,mitsubishi,2022,atropello,menor de 15,lesionado,mujer,internado,97906,2022,2022,6
diciembre,viernes,11,2,1,108,1,menor,pick up,blanco,1992,mitsubishi,2022,atropello,menor de 15,lesionado,hombre,internado,97907,2022,2022,4
diciembre,viernes,21,4,1,110,2,mayor,bus urbano,ignorado,9999,ignorado,2022,atropello,60 y mas,lesionado,hombre,internado,97908,2022,2022,80
diciembre,viernes,10,2,22,2214,99,mayor,pick up,azul,1994,toyota,2022,atropello,menor de 15,lesionado,hombre,internado,97909,2022,2022,12
diciembre,viernes,17,3,8,801,99,mayor,motocicleta,gris,9999,bajaj,2022,atropello,60 y mas,lesionado,hombre,internado,97910,2022,2022,75
diciembre,sabado,2,1,1,101,5,menor,motocicleta,rojo,2021,bajaj,2022,atropello,15-19,lesionado,hombre,internado,97911,2022,2022,17
diciembre,sabado,5,1,1,115,5,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,ignorado,lesionado,hombre,internado,97912,2022,2022,-1
diciembre,sabado,20,4,1,116,99,mayor,motocicleta,ignorado,9999,ignorado,2022,atropello,15-19,lesionado,mujer,internado,97913,2022,2022,16
diciembre,sabado,22,4,1,110,99,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,35-39,fallecido,hombre,no internado,97914,2022,2022,39
diciembre,sabado,12,3,9,917,99,mayor,motocicleta,verde,9999,freedom,2022,atropello,60 y mas,lesionado,hombre,internado,97915,2022,2022,60
diciembre,sabado,19,4,18,1803,99,mayor,motocicleta,ignorado,9999,ignorado,2022,atropello,25-29,lesionado,hombre,no internado,97916,2022,2022,27
diciembre,sabado,19,4,18,1803,99,mayor,motocicleta,ignorado,9999,ignorado,2022,atropello,35-39,lesionado,mujer,internado,97917,2022,2022,35
diciembre,sabado,19,4,18,1803,99,menor,motocicleta,ignorado,9999,ignorado,2022,atropello,menor de 15,lesionado,hombre,internado,97918,2022,2022,2
diciembre,sabado,13,3,4,416,99,menor,motocicleta,rojo,9999,italika,2022,atropello,menor de 15,lesionado,hombre,internado,97919,2022,2022,12
diciembre,domingo,16,3,1,106,99,mayor,automovil,blanco,2018,hyundai,2022,atropello,25-29,lesionado,mujer,internado,97920,2022,2022,25
diciembre,domingo,6,2,1,101,18,mayor,automovil,ignorado,9999,ignorado,2022,atropello,30-34,lesionado,hombre,internado,97921,2022,2022,34
diciembre,domingo,2,1,1,101,10,mayor,camioneta,gris,9999,ignorado,2022,atropello,40-44,lesionado,hombre,internado,97922,2022,2022,40
diciembre,domingo,2,1,1,101,10,mayor,camioneta,gris,9999,ignorado,2022,atropello,25-29,lesionado,hombre,internado,97923,2022,2022,26
diciembre,domingo,12,3,1,108,8,mayor,camioneta,gris,9999,hyundai,2022,atropello,60 y mas,fallecido,hombre,no internado,97924,2022,2022,61
diciembre,domingo,2,1,1,108,4,mayor,camioneta,negro,2007,honda,2022,atropello,20-24,lesionado,hombre,internado,97925,2022,2022,22
diciembre,domingo,10,2,21,2106,99,menor,automovil,cafe,9999,hyundai,2022,atropello,menor de 15,lesionado,mujer,internado,97926,2022,2022,2
diciembre,domingo,19,4,5,103,99,mayor,pick up,gris,9999,nissan,2022,atropello,50-54,lesionado,mujer,internado,97927,2022,2022,54
diciembre,domingo,21,4,11,1108,99,mayor,motocicleta,ignorado,9999,ignorado,2022,atropello,15-19,lesionado,mujer,internado,97928,2022,2022,19
diciembre,domingo,21,4,11,1108,99,mayor,motocicleta,ignorado,9999,ignorado,2022,atropello,30-34,lesionado,mujer,internado,97929,2022,2022,30
diciembre,domingo,15,3,13,1306,99,mayor,camioneta,blanco,2008,nissan,2022,atropello,55-59,lesionado,hombre,internado,97930,2022,2022,59
diciembre,domingo,0,1,13,1301,99,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,ignorado,fallecido,hombre,no internado,97931,2022,2022,-1
diciembre,lunes,19,4,1,101,1,mayor,microbus,gris,2020,toyota,2022,atropello,50-54,lesionado,hombre,internado,97932,2022,2022,53
diciembre,lunes,15,3,14,1401,1,mayor,pick up,gris,9999,toyota,2022,atropello,60 y mas,lesionado,hombre,internado,97933,2022,2022,75
diciembre,martes,19,4,1,101,17,mayor,motocicleta,azul,2019,tvs apache,2022,atropello,20-24,lesionado,mujer,internado,97934,2022,2022,22
diciembre,martes,19,4,1,101,17,mayor,motocicleta,azul,2019,tvs apache,2022,atropello,20-24,lesionado,hombre,internado,97935,2022,2022,23
diciembre,martes,7,2,1,101,12,mayor,motocicleta,ignorado,9999,ignorado,2022,atropello,60 y mas,lesionado,mujer,internado,97936,2022,2022,76
diciembre,martes,7,2,1,115,6,mayor,automovil,corinto,2004,toyota,2022,atropello,40-44,lesionado,mujer,internado,97937,2022,2022,44
diciembre,martes,16,3,6,601,99,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,60 y mas,fallecido,hombre,no internado,97938,2022,2022,60
diciembre,martes,17,3,4,401,99,mayor,motocicleta,rojo,2019,freedom,2022,atropello,25-29,lesionado,mujer,internado,97939,2022,2022,29
diciembre,miercoles,20,4,1,115,3,mayor,automovil,blanco,9999,ignorado,2022,atropello,35-39,lesionado,mujer,internado,97940,2022,2022,37
diciembre,miercoles,20,4,1,115,4,mayor,motocicleta,negro,9999,ignorado,2022,atropello,35-39,lesionado,hombre,internado,97941,2022,2022,35
diciembre,miercoles,22,4,9,920,99,mayor,motocicleta,negro,2018,honda,2022,atropello,60 y mas,lesionado,mujer,internado,97942,2022,2022,79
diciembre,miercoles,22,4,9,920,99,mayor,motocicleta,negro,2018,honda,2022,atropello,20-24,fallecido,mujer,no internado,97943,2022,2022,21
diciembre,miercoles,14,3,16,1601,99,mayor,pick up,blanco,1986,toyota,2022,atropello,50-54,fallecido,mujer,no internado,97944,2022,2022,52
diciembre,jueves,11,2,1,115,12,menor,motocicleta,rojo,2022,tvs apache,2022,atropello,15-19,lesionado,mujer,internado,97945,2022,2022,15
diciembre,jueves,11,2,1,115,12,menor,motocicleta,rojo,2022,tvs apache,2022,atropello,menor de 15,lesionado,hombre,internado,97946,2022,2022,11
diciembre,jueves,6,2,1,116,3,mayor,motocicleta,ignorado,9999,ignorado,2022,atropello,60 y mas,lesionado,hombre,internado,97947,2022,2022,81
diciembre,jueves,22,4,1,116,99,mayor,automovil,ignorado,9999,ignorado,2022,atropello,25-29,lesionado,hombre,internado,97948,2022,2022,29
diciembre,jueves,15,3,5,501,99,mayor,automovil,ignorado,9999,ignorado,2022,atropello,50-54,fallecido,hombre,no internado,97949,2022,2022,52
diciembre,jueves,5,1,6,603,99,mayor,automovil,ignorado,9999,ignorado,2022,atropello,60 y mas,fallecido,hombre,no internado,97950,2022,2022,68
diciembre,jueves,23,4,3,304,5,mayor,motocicleta,rojo,9999,honda,2022,atropello,30-34,lesionado,hombre,internado,97951,2022,2022,33
diciembre,viernes,22,4,1,101,3,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,ignorado,lesionado,hombre,internado,97952,2022,2022,-1
diciembre,viernes,19,4,1,105,99,menor,cabezal,blanco,9999,ignorado,2022,atropello,menor de 15,fallecido,mujer,no internado,97953,2022,2022,7
diciembre,viernes,21,4,1,101,7,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,20-24,lesionado,hombre,internado,97954,2022,2022,22
diciembre,viernes,1,1,1,101,7,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,ignorado,lesionado,mujer,internado,97955,2022,2022,-1
diciembre,viernes,18,4,1,117,99,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,30-34,lesionado,hombre,internado,97956,2022,2022,33
diciembre,viernes,12,3,1,108,6,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,50-54,lesionado,hombre,internado,97957,2022,2022,54
diciembre,viernes,18,4,4,401,99,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,ignorado,fallecido,hombre,no internado,97958,2022,2022,-1
diciembre,viernes,21,4,4,401,6,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,ignorado,lesionado,hombre,internado,97959,2022,2022,-1
diciembre,sabado,20,4,1,105,99,menor,motocicleta,ignorado,9999,ignorado,2022,atropello,15-19,lesionado,hombre,internado,97960,2022,2022,15
diciembre,sabado,6,2,21,2101,99,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,60 y mas,fallecido,hombre,no internado,97961,2022,2022,70
diciembre,sabado,18,4,6,603,99,menor,automovil,gris,9999,ford,2022,atropello,menor de 15,lesionado,mujer,internado,97962,2022,2022,6
diciembre,sabado,12,3,16,1607,99,mayor,motocicleta,rojo,2021,suzuki,2022,atropello,40-44,lesionado,mujer,internado,97963,2022,2022,43
diciembre,sabado,12,3,16,1607,99,menor,motocicleta,rojo,2021,suzuki,2022,atropello,menor de 15,lesionado,mujer,internado,97964,2022,2022,5
diciembre,sabado,21,4,2,201,99,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,25-29,fallecido,hombre,no internado,97965,2022,2022,26
diciembre,sabado,0,1,18,1803,99,mayor,automovil,ignorado,9999,ignorado,2022,atropello,25-29,fallecido,hombre,no internado,97966,2022,2022,25
diciembre,domingo,0,1,1,101,12,mayor,camioneta,rojo,9999,ignorado,2022,atropello,15-19,lesionado,hombre,internado,97967,2022,2022,18
diciembre,domingo,9,2,1,115,99,mayor,camioneta,rojo,9999,ignorado,2022,atropello,55-59,lesionado,hombre,internado,97968,2022,2022,56
diciembre,domingo,3,1,22,2206,99,mayor,automovil,ignorado,9999,ignorado,2022,atropello,60 y mas,lesionado,hombre,internado,97969,2022,2022,72
diciembre,domingo,18,4,6,614,99,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,ignorado,fallecido,hombre,no internado,97970,2022,2022,-1
diciembre,domingo,0,1,10,1001,99,mayor,motocicleta,negro,9999,honda,2022,atropello,60 y mas,lesionado,hombre,internado,97971,2022,2022,63
diciembre,domingo,12,3,9,909,99,mayor,bus urbano,blanco,2000,internacional,2022,atropello,40-44,lesionado,hombre,internado,97972,2022,2022,41
diciembre,domingo,18,4,16,1604,99,mayor,pick up,rojo,1986,toyota,2022,atropello,60 y mas,lesionado,hombre,internado,97973,2022,2022,63
diciembre,domingo,0,1,2,204,99,mayor,automovil,ignorado,9999,ignorado,2022,atropello,30-34,fallecido,hombre,no internado,97974,2022,2022,32
diciembre,domingo,22,4,18,1803,99,mayor,motocicleta,negro,9999,yamaha,2022,atropello,60 y mas,fallecido,hombre,no internado,97975,2022,2022,67
diciembre,lunes,6,2,1,101,6,mayor,pick up,ignorado,9999,ignorado,2022,atropello,35-39,fallecido,hombre,no internado,97976,2022,2022,35
diciembre,lunes,18,4,20,2001,99,menor,motocicleta,rojo,2022,honda,2022,atropello,menor de 15,lesionado,hombre,internado,97977,2022,2022,10
diciembre,lunes,19,4,6,614,99,mayor,automovil,ignorado,9999,ignorado,2022,atropello,50-54,fallecido,hombre,internado,97978,2022,2022,50
diciembre,lunes,12,3,16,1601,99,mayor,motocicleta,rojo,2023,hero hunk,2022,atropello,30-34,lesionado,mujer,internado,97979,2022,2022,34
diciembre,lunes,12,3,16,1601,99,menor,motocicleta,rojo,2023,hero hunk,2022,atropello,menor de 15,lesionado,hombre,internado,97980,2022,2022,4
diciembre,lunes,12,3,16,1601,99,menor,motocicleta,rojo,2023,hero hunk,2022,atropello,menor de 15,lesionado,hombre,internado,97981,2022,2022,1
diciembre,martes,22,4,1,101,12,mayor,motocicleta,negro,2013,bajaj,2022,atropello,30-34,lesionado,hombre,internado,97982,2022,2022,31
diciembre,martes,13,3,1,101,7,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,30-34,lesionado,hombre,internado,97983,2022,2022,30
diciembre,martes,6,2,5,501,12,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,40-44,lesionado,hombre,internado,97984,2022,2022,40
diciembre,miercoles,22,4,1,102,99,mayor,automovil,corinto,9999,honda,2022,atropello,35-39,fallecido,hombre,no internado,97985,2022,2022,38
diciembre,miercoles,19,4,1,115,4,mayor,motocicleta,rojo,9999,freedom,2022,atropello,45-49,lesionado,hombre,internado,97986,2022,2022,49
diciembre,miercoles,19,4,6,603,99,mayor,camion,ignorado,9999,ignorado,2022,atropello,ignorado,lesionado,mujer,internado,97987,2022,2022,-1
diciembre,miercoles,19,4,6,601,99,mayor,camion,blanco,2021,kia,2022,atropello,60 y mas,lesionado,mujer,no internado,97988,2022,2022,78
diciembre,miercoles,17,3,4,403,99,mayor,pick up,gris,1992,toyota,2022,atropello,60 y mas,fallecido,hombre,no internado,97989,2022,2022,63
diciembre,jueves,8,2,1,101,1,mayor,motocicleta,negro,2022,tvs apache,2022,atropello,ignorado,lesionado,mujer,internado,97990,2022,2022,-1
diciembre,jueves,20,4,1,101,11,mayor,automovil,ignorado,9999,ignorado,2022,atropello,30-34,lesionado,hombre,internado,97991,2022,2022,34
diciembre,jueves,22,4,1,101,7,mayor,automovil,ignorado,9999,ignorado,2022,atropello,20-24,lesionado,hombre,internado,97992,2022,2022,24
diciembre,jueves,19,4,22,2212,99,mayor,motocicleta,negro,9999,italika,2022,atropello,40-44,lesionado,mujer,internado,97993,2022,2022,44
diciembre,jueves,9,2,5,504,99,mayor,ignorado,ignorado,9999,ignorado,2022,atropello,50-54,fallecido,hombre,no internado,97994,2022,2022,50
