mes_ocu,dia_sem_ocu,hora_ocu,g_hora,depto_ocu,mupio_ocu,zona_ocu,mayor_menor,tipo_veh,color_veh,modelo_veh,marca_veh,anio_ocu_file,tipo_eve,edad_grupo,fall_les,sexo_vic,int_o_noint,num_corre,anio_ocu_dataset,anio_ocu,edad_vic
mayo,lunes,19,4,12,1201,99,mayor,bus extraurbano,ignorado,9999,jmc,2015,atropello,35-39,fallecimiento,hombre,no internado,26446,2015,2015,38
mayo,martes,19,4,1,110,99,mayor,motocicleta,rojo,2013,great wall,2015,atropello,35-39,fallecimiento,hombre,no internado,26447,2015,2015,39
mayo,martes,19,4,1,110,99,mayor,motocicleta,rojo,2013,great wall,2015,atropello,30-34,lesionado,hombre,internado,26448,2015,2015,31
mayo,martes,23,4,1,101,17,mayor,microbus,ignorado,9999,jmc,2015,atropello,40-44,lesionado,hombre,internado,26449,2015,2015,41
mayo,martes,13,3,18,1801,99,menor,ignorado,ignorado,9999,jmc,2015,atropello,menor de 15,fallecimiento,hombre,no internado,26450,2015,2015,9
mayo,martes,21,4,19,1904,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,45-49,lesionado,hombre,internado,26451,2015,2015,48
mayo,martes,20,4,16,1609,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,15-19,lesionado,hombre,internado,26452,2015,2015,19
mayo,miercoles,20,4,1,115,5,mayor,motocicleta,negro,9999,tvs apache,2015,atropello,50-54,lesionado,mujer,internado,26453,2015,2015,51
mayo,miercoles,21,4,19,1904,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,45-49,lesionado,mujer,internado,26454,2015,2015,48
mayo,miercoles,22,4,10,1001,1,mayor,pick up,ignorado,9999,jmc,2015,atropello,50-54,lesionado,hombre,internado,26455,2015,2015,51
mayo,miercoles,22,4,10,1001,1,mayor,pick up,ignorado,9999,jmc,2015,atropello,25-29,lesionado,hombre,internado,26456,2015,2015,25
mayo,miercoles,14,3,9,901,1,menor,camioneta,gris,9999,jumbo,2015,atropello,menor de 15,lesionado,mujer,internado,26457,2015,2015,12
mayo,jueves,13,3,5,506,2,menor,automovil,ignorado,1991,jumbo,2015,atropello,menor de 15,lesionado,hombre,internado,26458,2015,2015,4
mayo,jueves,6,2,5,502,99,mayor,motocicleta,negro,2007,kinlon,2015,atropello,25-29,lesionado,hombre,internado,26459,2015,2015,25
mayo,jueves,20,4,9,913,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,15-19,fallecimiento,mujer,no internado,26460,2015,2015,19
mayo,jueves,22,4,16,1614,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,40-44,fallecimiento,mujer,no internado,26461,2015,2015,43
mayo,jueves,22,4,15,1504,99,mayor,motocicleta,negro,2011,kinlon,2015,atropello,20-24,lesionado,mujer,internado,26462,2015,2015,20
mayo,jueves,22,4,15,1504,99,mayor,motocicleta,negro,2011,kinlon,2015,atropello,20-24,lesionado,hombre,no internado,26463,2015,2015,23
mayo,viernes,10,2,1,101,24,mayor,bus urbano,ignorado,9999,jmc,2015,atropello,25-29,fallecimiento,hombre,no internado,26464,2015,2015,25
mayo,viernes,18,4,1,108,3,mayor,ignorado,ignorado,9999,jmc,2015,atropello,25-29,fallecimiento,hombre,no internado,26465,2015,2015,25
mayo,viernes,14,3,6,613,99,mayor,motocicleta,rojo,2012,great wall,2015,atropello,60-64,lesionado,hombre,internado,26466,2015,2015,85
mayo,viernes,21,4,12,1230,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,25-29,fallecimiento,hombre,no internado,26467,2015,2015,26
mayo,sabado,22,4,1,115,1,mayor,ignorado,ignorado,9999,jmc,2015,atropello,20-24,lesionado,mujer,internado,26468,2015,2015,20
mayo,sabado,7,2,5,501,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,40-44,fallecimiento,mujer,no internado,26469,2015,2015,41
mayo,sabado,20,4,5,510,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,60-64,fallecimiento,hombre,no internado,26470,2015,2015,63
mayo,sabado,21,4,13,1301,5,menor,ignorado,ignorado,9999,jmc,2015,atropello,15-19,lesionado,hombre,internado,26471,2015,2015,17
mayo,domingo,7,2,18,1803,99,menor,ignorado,ignorado,9999,jmc,2015,atropello,menor de 15,lesionado,mujer,internado,26472,2015,2015,9
mayo,domingo,19,4,8,801,99,mayor,camioneta,verde,1997,jumbo,2015,atropello,55-59,fallecimiento,hombre,no internado,26473,2015,2015,57
mayo,domingo,22,4,4,401,99,mayor,automovil,ignorado,9999,jmc,2015,atropello,20-24,fallecimiento,hombre,no internado,26474,2015,2015,21
mayo,domingo,8,2,3,312,99,mayor,pick up,rojo,2000,jumbo,2015,atropello,20-24,lesionado,hombre,internado,26475,2015,2015,23
mayo,domingo,8,2,3,312,99,menor,pick up,rojo,2000,jumbo,2015,atropello,15-19,lesionado,hombre,internado,26476,2015,2015,16
mayo,domingo,21,4,5,510,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,60-64,fallecimiento,hombre,no internado,26477,2015,2015,63
mayo,domingo,19,4,5,501,99,ignorado,ignorado,ignorado,9999,jmc,2015,atropello,65-69,fallecimiento,hombre,no internado,26478,2015,2015,999
mayo,domingo,3,1,5,511,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,30-34,fallecimiento,hombre,no internado,26479,2015,2015,30
mayo,domingo,22,4,1,115,3,mayor,ignorado,ignorado,9999,jmc,2015,atropello,25-29,lesionado,mujer,internado,26480,2015,2015,25
mayo,lunes,11,2,1,101,12,mayor,pick up,rojo,9999,land rover,2015,atropello,15-19,lesionado,mujer,internado,26481,2015,2015,18
mayo,lunes,15,3,22,2203,99,mayor,microbus,azul,2006,land rover,2015,atropello,45-49,fallecimiento,mujer,no internado,26482,2015,2015,48
mayo,lunes,2,1,5,503,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,60-64,fallecimiento,hombre,no internado,26483,2015,2015,74
mayo,lunes,7,2,6,601,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,25-29,fallecimiento,mujer,no internado,26484,2015,2015,26
mayo,lunes,19,4,11,1106,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,20-24,lesionado,hombre,internado,26485,2015,2015,21
mayo,lunes,19,4,11,1106,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,45-49,lesionado,mujer,internado,26486,2015,2015,47
mayo,lunes,19,4,11,1106,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,25-29,fallecimiento,hombre,no internado,26487,2015,2015,26
mayo,lunes,21,4,4,414,99,mayor,motocicleta,ignorado,9999,tvs apache,2015,atropello,20-24,fallecimiento,mujer,no internado,26488,2015,2015,22
mayo,lunes,21,4,4,414,99,mayor,motocicleta,ignorado,9999,tvs apache,2015,atropello,15-19,lesionado,hombre,internado,26489,2015,2015,18
mayo,lunes,19,4,3,301,99,mayor,ignorado,ignorado,9999,tvs apache,2015,atropello,30-34,fallecimiento,hombre,no internado,26490,2015,2015,30
mayo,lunes,8,2,1,101,6,ignorado,motocicleta,rojo,9999,great wall,2015,atropello,65-69,lesionado,mujer,internado,26491,2015,2015,999
mayo,lunes,15,3,11,1101,5,mayor,automovil,rojo,9999,geo,2015,atropello,60-64,lesionado,hombre,internado,26492,2015,2015,74
mayo,lunes,19,4,17,1703,99,menor,motocicleta,ignorado,9999,jmc,2015,atropello,menor de 15,lesionado,hombre,internado,26493,2015,2015,4
mayo,martes,9,2,1,101,25,mayor,mototaxi,rojo,2013,tvs apache,2015,atropello,45-49,lesionado,mujer,internado,26494,2015,2015,45
mayo,martes,9,2,9,901,6,mayor,pick up,gris,9999,land rover,2015,atropello,40-44,lesionado,hombre,internado,26495,2015,2015,44
mayo,martes,16,3,1,101,3,menor,motocicleta,rojo,2011,great wall,2015,atropello,menor de 15,lesionado,mujer,internado,26496,2015,2015,8
mayo,martes,16,3,1,101,3,mayor,motocicleta,rojo,2011,great wall,2015,atropello,60-64,lesionado,mujer,no internado,26497,2015,2015,65
mayo,martes,18,4,22,2202,99,menor,pick up,ignorado,9999,daihatsu,2015,atropello,15-19,lesionado,hombre,internado,26498,2015,2015,16
mayo,martes,18,4,22,2202,99,menor,pick up,ignorado,9999,daihatsu,2015,atropello,15-19,lesionado,mujer,internado,26499,2015,2015,16
mayo,martes,19,4,1,108,6,mayor,motocicleta,ignorado,9999,jmc,2015,atropello,60-64,lesionado,hombre,internado,26500,2015,2015,65
mayo,martes,21,4,10,1001,2,mayor,mototaxi,rojo,9999,tvs apache,2015,atropello,20-24,lesionado,hombre,internado,26501,2015,2015,24
mayo,martes,21,4,10,1001,2,mayor,mototaxi,rojo,9999,tvs apache,2015,atropello,20-24,lesionado,mujer,internado,26502,2015,2015,20
mayo,miercoles,7,2,1,101,1,mayor,automovil,gris,2006,internacional,2015,atropello,50-54,lesionado,mujer,internado,26503,2015,2015,53
mayo,miercoles,7,2,1,101,1,menor,automovil,gris,2006,internacional,2015,atropello,15-19,lesionado,mujer,internado,26504,2015,2015,17
mayo,miercoles,21,4,21,2101,99,mayor,motocicleta,rojo,2001,geo,2015,atropello,25-29,lesionado,hombre,internado,26505,2015,2015,28
mayo,miercoles,7,2,8,801,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,30-34,lesionado,hombre,internado,26506,2015,2015,30
mayo,miercoles,18,4,16,1609,99,ignorado,microbus,ignorado,9999,land rover,2015,atropello,65-69,fallecimiento,hombre,no internado,26507,2015,2015,999
mayo,miercoles,4,1,7,701,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,30-34,fallecimiento,hombre,no internado,26508,2015,2015,30
mayo,miercoles,4,1,4,401,99,mayor,automovil,ignorado,9999,jmc,2015,atropello,60-64,fallecimiento,hombre,no internado,26509,2015,2015,62
mayo,jueves,22,4,1,101,18,mayor,cabezal,anaranjado,9999,jmc,2015,atropello,20-24,lesionado,hombre,internado,26510,2015,2015,23
mayo,jueves,4,1,1,115,99,mayor,automovil,ignorado,9999,jmc,2015,atropello,45-49,fallecimiento,hombre,no internado,26511,2015,2015,47
mayo,jueves,9,2,12,1201,99,mayor,automovil,blanco,1993,land rover,2015,atropello,35-39,lesionado,mujer,internado,26512,2015,2015,39
mayo,jueves,22,4,7,701,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,30-34,fallecimiento,hombre,no internado,26513,2015,2015,34
mayo,jueves,20,4,4,401,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,20-24,fallecimiento,hombre,no internado,26514,2015,2015,21
mayo,viernes,18,4,16,1609,99,mayor,pick up,negro,1991,land rover,2015,atropello,55-59,lesionado,mujer,internado,26515,2015,2015,56
mayo,viernes,14,3,13,1301,99,menor,mototaxi,ignorado,9999,jmc,2015,atropello,menor de 15,lesionado,mujer,internado,26516,2015,2015,3
mayo,viernes,14,3,13,1301,99,mayor,mototaxi,ignorado,9999,jmc,2015,atropello,50-54,lesionado,hombre,internado,26517,2015,2015,54
mayo,viernes,10,2,1,115,5,mayor,mototaxi,ignorado,9999,jmc,2015,atropello,45-49,lesionado,hombre,internado,26518,2015,2015,47
mayo,viernes,23,4,1,115,1,mayor,pick up,verde,1997,daihatsu,2015,atropello,35-39,lesionado,mujer,internado,26519,2015,2015,37
mayo,viernes,23,4,1,115,1,mayor,pick up,verde,1997,daihatsu,2015,atropello,30-34,lesionado,mujer,internado,26520,2015,2015,31
mayo,viernes,23,4,1,115,1,mayor,pick up,verde,1997,daihatsu,2015,atropello,30-34,lesionado,hombre,internado,26521,2015,2015,30
mayo,viernes,23,4,1,115,1,mayor,pick up,verde,1997,daihatsu,2015,atropello,35-39,lesionado,hombre,internado,26522,2015,2015,37
mayo,sabado,6,2,3,308,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,55-59,fallecimiento,hombre,no internado,26523,2015,2015,55
mayo,sabado,19,4,1,101,9,mayor,camioneta,gris,2013,daihatsu,2015,atropello,25-29,lesionado,hombre,internado,26524,2015,2015,27
mayo,domingo,0,1,1,101,7,mayor,ignorado,ignorado,9999,jmc,2015,atropello,25-29,fallecimiento,hombre,no internado,26525,2015,2015,25
mayo,domingo,15,3,16,1601,99,menor,microbus,blanco,2002,internacional,2015,atropello,menor de 15,fallecimiento,mujer,no internado,26526,2015,2015,14
mayo,domingo,21,4,16,1615,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,55-59,lesionado,hombre,internado,26527,2015,2015,56
mayo,domingo,21,4,5,502,99,menor,motocicleta,negro,9999,geo,2015,atropello,menor de 15,lesionado,hombre,internado,26528,2015,2015,5
mayo,domingo,12,3,5,501,1,mayor,ignorado,ignorado,9999,jmc,2015,atropello,20-24,lesionado,hombre,internado,26529,2015,2015,22
mayo,domingo,22,4,6,602,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,30-34,fallecimiento,hombre,no internado,26530,2015,2015,32
mayo,domingo,16,3,14,1409,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,20-24,lesionado,hombre,internado,26531,2015,2015,20
mayo,domingo,20,4,22,2202,99,menor,ignorado,ignorado,9999,jmc,2015,atropello,15-19,lesionado,hombre,internado,26532,2015,2015,16
mayo,domingo,20,4,22,2202,99,ignorado,ignorado,ignorado,9999,jmc,2015,atropello,65-69,lesionado,hombre,internado,26533,2015,2015,999
junio,lunes,17,3,1,108,6,mayor,motocicleta,azul,2012,tvs apache,2015,atropello,30-34,lesionado,mujer,internado,26534,2015,2015,34
junio,lunes,20,4,6,602,99,mayor,automovil,azul,2004,geo,2015,atropello,20-24,lesionado,hombre,internado,26535,2015,2015,21
junio,lunes,15,3,13,1312,99,mayor,pick up,blanco,1990,land rover,2015,atropello,20-24,lesionado,hombre,internado,26536,2015,2015,20
junio,lunes,18,4,1,101,6,mayor,motocicleta,gris,9999,genesis,2015,atropello,20-24,lesionado,hombre,internado,26537,2015,2015,20
junio,lunes,18,4,1,101,6,mayor,motocicleta,gris,9999,genesis,2015,atropello,20-24,lesionado,mujer,internado,26538,2015,2015,20
junio,lunes,18,4,1,101,6,mayor,motocicleta,gris,9999,genesis,2015,atropello,45-49,lesionado,hombre,internado,26539,2015,2015,49
junio,lunes,20,4,19,1901,99,mayor,motocicleta,azul,2009,kinlon,2015,atropello,60-64,lesionado,hombre,internado,26540,2015,2015,78
junio,lunes,20,4,19,1901,99,mayor,motocicleta,azul,2009,kinlon,2015,atropello,55-59,lesionado,mujer,internado,26541,2015,2015,58
junio,lunes,11,2,5,509,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,40-44,fallecimiento,hombre,no internado,26542,2015,2015,40
junio,martes,16,3,1,101,8,mayor,automovil,negro,2009,genesis,2015,atropello,60-64,lesionado,hombre,internado,26543,2015,2015,90
junio,martes,8,2,16,1614,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,30-34,fallecimiento,hombre,no internado,26544,2015,2015,30
junio,miercoles,8,2,1,102,99,mayor,microbus,corinto,1991,daihatsu,2015,atropello,25-29,lesionado,hombre,internado,26545,2015,2015,27
junio,miercoles,23,4,5,501,99,mayor,motocicleta,negro,9999,tvs apache,2015,atropello,30-34,lesionado,hombre,internado,26546,2015,2015,32
junio,miercoles,13,3,5,505,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,35-39,fallecimiento,hombre,no internado,26547,2015,2015,35
junio,miercoles,19,4,12,1222,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,35-39,fallecimiento,hombre,no internado,26548,2015,2015,39
junio,jueves,18,4,21,2101,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,60-64,fallecimiento,hombre,no internado,26549,2015,2015,65
junio,jueves,21,4,18,1801,99,mayor,motocicleta,negro,2015,kinlon,2015,atropello,40-44,fallecimiento,hombre,no internado,26550,2015,2015,43
junio,jueves,6,2,14,1402,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,55-59,lesionado,hombre,internado,26551,2015,2015,57
junio,jueves,22,4,1,115,99,mayor,bus urbano,gris,9999,alfa romeo,2015,atropello,35-39,fallecimiento,hombre,no internado,26552,2015,2015,39
junio,jueves,7,2,1,101,1,mayor,ignorado,ignorado,9999,jmc,2015,atropello,60-64,lesionado,mujer,internado,26553,2015,2015,68
junio,viernes,2,1,6,608,99,ignorado,ignorado,ignorado,9999,jmc,2015,atropello,65-69,fallecimiento,hombre,no internado,26554,2015,2015,999
junio,viernes,9,2,14,1401,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,40-44,lesionado,hombre,internado,26555,2015,2015,40
junio,viernes,2,1,1,101,7,mayor,ignorado,ignorado,9999,jmc,2015,atropello,35-39,fallecimiento,hombre,no internado,26556,2015,2015,35
junio,viernes,16,3,1,101,25,mayor,camioneta,verde,1999,land rover,2015,atropello,35-39,lesionado,hombre,internado,26557,2015,2015,35
junio,viernes,22,4,1,101,13,mayor,automovil,ignorado,9999,jmc,2015,atropello,25-29,lesionado,hombre,internado,26558,2015,2015,28
junio,sabado,5,1,1,101,12,mayor,motocicleta,ignorado,2007,kinlon,2015,atropello,15-19,lesionado,hombre,internado,26559,2015,2015,18
junio,sabado,8,2,9,920,99,menor,motocicleta,rojo,9999,renault,2015,atropello,menor de 15,lesionado,mujer,internado,26560,2015,2015,11
junio,sabado,18,4,17,1703,99,ignorado,ignorado,ignorado,9999,jmc,2015,atropello,65-69,lesionado,hombre,internado,26561,2015,2015,999
junio,sabado,22,4,7,701,99,menor,ignorado,ignorado,9999,jmc,2015,atropello,15-19,lesionado,hombre,internado,26562,2015,2015,16
junio,sabado,22,4,7,701,99,menor,ignorado,ignorado,9999,jmc,2015,atropello,15-19,lesionado,hombre,internado,26563,2015,2015,15
junio,sabado,10,2,7,712,99,menor,ignorado,ignorado,9999,jmc,2015,atropello,menor de 15,lesionado,hombre,internado,26564,2015,2015,5
junio,sabado,23,4,1,108,1,mayor,automovil,ignorado,9999,jmc,2015,atropello,35-39,lesionado,mujer,internado,26565,2015,2015,37
junio,sabado,23,4,1,108,1,mayor,automovil,ignorado,9999,jmc,2015,atropello,30-34,lesionado,mujer,internado,26566,2015,2015,31
junio,sabado,23,4,1,108,1,mayor,automovil,ignorado,9999,jmc,2015,atropello,30-34,lesionado,mujer,internado,26567,2015,2015,32
junio,sabado,23,4,1,108,1,mayor,automovil,ignorado,9999,jmc,2015,atropello,45-49,lesionado,hombre,internado,26568,2015,2015,47
junio,domingo,11,2,1,101,5,mayor,motocicleta,ignorado,9999,jmc,2015,atropello,35-39,lesionado,hombre,internado,26569,2015,2015,37
junio,domingo,21,4,5,502,99,mayor,motocicleta,ignorado,9999,jeep,2015,atropello,50-54,lesionado,mujer,internado,26570,2015,2015,53
junio,domingo,21,4,5,502,99,mayor,motocicleta,ignorado,9999,jeep,2015,atropello,25-29,lesionado,mujer,internado,26571,2015,2015,25
junio,domingo,20,4,6,603,99,mayor,motocicleta,ignorado,9999,jmc,2015,atropello,50-54,lesionado,mujer,internado,26572,2015,2015,51
junio,domingo,19,4,11,1102,99,mayor,motocicleta,ignorado,9999,jmc,2015,atropello,25-29,lesionado,hombre,internado,26573,2015,2015,28
junio,domingo,19,4,11,1102,99,mayor,motocicleta,ignorado,9999,jmc,2015,atropello,50-54,lesionado,hombre,internado,26574,2015,2015,52
junio,domingo,12,3,16,1604,99,mayor,motocicleta,rojo,2008,jmc,2015,atropello,60-64,lesionado,mujer,internado,26575,2015,2015,91
junio,domingo,21,4,16,1603,99,mayor,motocicleta,azul,9999,kia,2015,atropello,45-49,lesionado,hombre,internado,26576,2015,2015,49
junio,domingo,21,4,16,1601,99,mayor,motocicleta,ignorado,9999,jmc,2015,atropello,20-24,lesionado,hombre,internado,26577,2015,2015,20
junio,domingo,18,4,15,1507,99,mayor,motocicleta,azul,9999,kenworth,2015,atropello,40-44,lesionado,mujer,internado,26578,2015,2015,40
junio,domingo,23,4,15,1501,99,mayor,motocicleta,ignorado,9999,jmc,2015,atropello,50-54,lesionado,hombre,internado,26579,2015,2015,53
junio,domingo,11,2,14,1406,99,mayor,camion,blanco,1999,freightliner,2015,atropello,30-34,fallecimiento,hombre,no internado,26580,2015,2015,34
junio,domingo,23,4,14,1409,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,20-24,lesionado,hombre,internado,26581,2015,2015,22
junio,domingo,19,4,3,312,99,mayor,motocicleta,ignorado,9999,jumbo,2015,atropello,60-64,lesionado,mujer,internado,26582,2015,2015,78
junio,lunes,15,3,1,101,9,mayor,automovil,blanco,9999,kinlon,2015,atropello,60-64,lesionado,hombre,internado,26583,2015,2015,85
junio,lunes,15,3,20,2005,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,25-29,lesionado,hombre,internado,26584,2015,2015,28
junio,lunes,23,4,5,513,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,15-19,lesionado,hombre,internado,26585,2015,2015,19
junio,lunes,5,1,15,1502,99,mayor,ignorado,ignorado,9999,jmc,2015,atropello,50-54,fallecimiento,hombre,no internado,26586,2015,2015,53
junio,lunes,13,3,18,1801,99,mayor,cabezal,ignorado,9999,jmc,2015,atropello,60-64,lesionado,hombre,internado,26587,2015,2015,60
junio,lunes,18,4,17,1711,99,menor,pick up,blanco,2004,land rover,2015,atropello,menor de 15,lesionado,mujer,internado,26588,2015,2015,3
junio,martes,13,3,8,802,99,mayor,pick up,anaranjado,1988,land rover,2015,atropello,20-24,lesionado,mujer,internado,26589,2015,2015,21
junio,martes,20,4,13,1303,99,mayor,panel,blanco,9999,jmc,2015,atropello,45-49,lesionado,mujer,internado,26590,2015,2015,48
junio,martes,11,2,1,101,7,mayor,bus urbano,blanco,9999,jmc,2015,atropello,60-64,lesionado,mujer,internado,26591,2015,2015,86
junio,miercoles,13,3,1,113,99,mayor,pick up,gris,2008,land rover,2015,atropello,25-29,lesionado,hombre,internado,26592,2015,2015,29
junio,miercoles,14,3,1,101,13,mayor,automovil,gris,2000,genesis,2015,atropello,20-24,lesionado,hombre,internado,26593,2015,2015,22
junio,miercoles,14,3,1,101,7,mayor,cabezal,azul,2007,dodge,2015,atropello,50-54,fallecimiento,mujer,no internado,26594,2015,2015,54
junio,miercoles,14,3,1,101,7,menor,cabezal,azul,2007,dodge,2015,atropello,menor de 15,fallecimiento,mujer,no internado,26595,2015,2015,6
junio,miercoles,14,3,1,101,7,mayor,cabezal,azul,2007,dodge,2015,atropello,25-29,fallecimiento,hombre,no internado,26596,2015,2015,29
junio,miercoles,4,1,1,107,99,mayor,cabezal,ignorado,9999,jmc,2015,atropello,20-24,fallecimiento,hombre,no internado,26597,2015,2015,22
junio,jueves,10,2,1,101,13,mayor,motocicleta,rojo,2012,geo,2015,atropello,45-49,lesionado,mujer,internado,26598,2015,2015,45
junio,jueves,11,2,5,505,99,menor,motocicleta,ignorado,9999,jmc,2015,atropello,15-19,lesionado,hombre,internado,26599,2015,2015,17
junio,jueves,11,2,5,505,99,menor,motocicleta,ignorado,9999,jmc,2015,atropello,menor de 15,lesionado,hombre,internado,26600,2015,2015,11
junio,jueves,17,3,18,1802,99,mayor,camioneta,ignorado,9999,jmc,2015,atropello,20-24,lesionado,hombre,internado,26601,2015,2015,21
